YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202401,188496,1158757,2,2.33,"WNW","VILLE PLATTE",30.6911,-92.3071,3041466,9218426
202401,188496,1158757,3,2.71,"ENE","TATE COVE",30.7509,-92.2114,3045054,9212684
202401,188496,1158757,4,2.37,"SW","DESHOTELS",30.7001,-92.2024,3042006,9212144
202401,188496,1158758,1,3.5,"SE","VINCENT LNDG",30.1189,-93.2839,307134,9317034
202401,188496,1158758,2,4.56,"SSW","VINCENT",30.0885,-93.3775,305310,9322650
202401,188496,1158758,3,6.42,"SW","VINCENT",30.096,-93.4374,305760,9326244
202401,188496,1158758,4,.29,"N","GILLIS",30.3742,-93.2009,3022452,9312054
202401,188496,1158758,5,1.39,"SSW","HECKER",30.332,-93.0904,3019920,935424
202401,188516,1159823,1,1.5,"SSW","STATE LINE",33.03,-93.54,331800,9332400
202401,188516,1159823,2,.72,"S","STATE LINE",33.0396,-93.5298,332376,9331788
202401,188516,1159823,3,.65,"SSW","STATE LINE",33.0411,-93.5336,332466,9332016
202401,188516,1159823,4,1.45,"SSW","STATE LINE",33.0319,-93.5428,331914,9332568
202401,188516,1159825,1,1.01,"NNW","PATMOS",33.5142,-93.574,3330852,9334440
202401,188516,1159825,2,.56,"W","PATMOS",33.4989,-93.5797,3329934,9334782
202401,188516,1159825,3,1.37,"E","PATMOS",33.5015,-93.5464,3330090,9332784
202401,188516,1159825,4,1.13,"SSE","NEW HOPE",33.5158,-93.5403,3330948,9332418
202401,188517,1159828,1,.39,"E","NICHOLS",32.4508,-93.8634,3227048,9351804
202401,188517,1159828,2,.32,"E","NICHOLS",32.4508,-93.8646,3227048,9351876
202401,188517,1159828,3,.32,"ENE","NICHOLS",32.4516,-93.8648,3227096,9351888
202401,188517,1159828,4,.4,"ENE","NICHOLS",32.4516,-93.8635,3227096,9351810
202401,188517,1159831,1,3.87,"SSE","LONGWOOD",32.5,-93.95,3230000,9357000
202401,188517,1159831,2,3.76,"SSE","LONGWOOD",32.5003,-93.9539,3230018,9357234
202401,188517,1159831,3,3.21,"SSE","LONGWOOD",32.5091,-93.954,3230546,9357240
202401,188517,1159831,4,3.37,"SSE","LONGWOOD",32.5086,-93.9497,3230516,9356982
202401,188517,1159834,1,0,"N","SPRINGVILLE",32.02,-93.33,321200,9319800
202401,188517,1159834,2,2.73,"ENE","SPRINGVILLE",32.0333,-93.2861,321998,9317166
202401,188517,1159834,3,3.91,"NE","SPRINGVILLE",32.0606,-93.2835,323636,9317010
202401,188517,1159834,4,1.93,"NNE","SPRINGVILLE",32.0459,-93.3179,322754,9319074
202401,188518,1159836,1,1.35,"ENE","MARSHALL",32.54,-94.35,3232400,9421000
202401,188518,1159836,2,2.19,"N","MARSHALL ARPT",32.5512,-94.2936,3233072,9417616
202401,188518,1159836,3,1.34,"E","MARSHALL ARPT",32.5191,-94.2771,3231146,9416626
202401,188518,1159836,4,2.36,"SE","MARSHALL",32.5069,-94.3402,3230414,9420412
202401,188518,1159839,1,4.57,"ENE","MARSHALL NORTHEAST",32.61,-94.26,3236600,9415600
202401,188518,1159839,2,4.67,"ENE","MARSHALL NORTHEAST",32.6143,-94.2608,3236858,9415648
202401,188518,1159839,3,4.94,"ENE","MARSHALL NORTHEAST",32.6165,-94.2571,3236990,9415426
202401,188518,1159839,4,4.83,"ENE","MARSHALL NORTHEAST",32.6115,-94.256,3236690,9415360
202401,188518,1159843,1,.81,"NNE","SAN AUGUSTINE",31.5315,-94.117,3131890,947020
202401,186890,1152185,2,1.87,"ENE","CHESTNUT",39.8298,-76.1872,3949788,7611232
202401,186890,1152185,3,1.76,"ENE","CHESTNUT",39.8275,-76.1883,3949650,7611298
202401,186890,1152185,4,1.48,"ENE","CHESTNUT",39.8298,-76.1953,3949788,7611718
202401,186890,1152189,1,.1,"SW","LIME VLY",39.9689,-76.2312,3958134,7613872
202401,186890,1152189,2,.21,"SE","LIME VLY",39.9676,-76.2275,3958056,7613650
202401,186890,1152189,3,.48,"SSE","LIME VLY",39.9632,-76.2281,3957792,7613686
202401,186890,1152189,4,.46,"S","LIME VLY",39.9634,-76.2311,3957804,7613866
202401,186890,1152192,1,2.34,"SE","LANCASTER",40.0429,-76.2734,402574,7616404
202401,186890,1152192,2,2.56,"ENE","HAMILTON PARK",40.0386,-76.2729,402316,7616374
202401,186890,1152192,3,2.48,"ENE","HAMILTON PARK",40.0396,-76.2748,402376,7616488
202401,186890,1152192,4,2.31,"SE","LANCASTER",40.0427,-76.2749,402562,7616494
202401,186913,1148414,1,.45,"WSW","GLEN ARM",39.4465,-76.5071,3926790,7630426
202401,186913,1148414,2,.51,"SW","GLEN ARM",39.4455,-76.5077,3926730,7630462
202401,186913,1148414,3,.49,"SW","GLEN ARM",39.4449,-76.5065,3926694,7630390
202401,186913,1148414,4,.44,"SW","GLEN ARM",39.4458,-76.5063,3926748,7630378
202401,186913,1148415,1,.1,"SE","RUXTON",39.3989,-76.6488,3923934,7638928
202401,186913,1148415,2,.14,"SSE","RUXTON",39.3983,-76.6486,3923898,7638916
202401,186913,1148415,3,.12,"SSE","RUXTON",39.3983,-76.6495,3923898,7638970
202401,186913,1148415,4,.07,"SSE","RUXTON",39.399,-76.6496,3923940,7638976
202401,186913,1148416,1,.71,"S","PARKWOOD",39.0098,-77.0785,39588,774710
202401,186913,1148416,2,.76,"S","PARKWOOD",39.009,-77.0804,39540,774824
202401,186913,1148416,3,.88,"S","PARKWOOD",39.0073,-77.0794,39438,774764
202401,186913,1148416,4,.79,"S","PARKWOOD",39.0088,-77.0772,39528,774632
202401,186913,1148417,1,.6,"NNE","COCKEYSVILLE",39.4874,-76.6444,3929244,7638664
202401,186913,1148417,2,.55,"NNE","COCKEYSVILLE",39.4873,-76.646,3929238,7638760
202401,186913,1148417,3,.53,"NNE","COCKEYSVILLE",39.4866,-76.6447,3929196,7638682
202401,186913,1148417,4,.59,"NE","COCKEYSVILLE",39.4871,-76.6438,3929226,7638628
202401,186913,1148418,1,1.16,"ESE","SAVAGE",39.1215,-76.8114,397290,7648684
202401,186913,1148418,2,1.09,"SE","SAVAGE",39.1201,-76.8142,397206,7648852
202401,186913,1148418,3,1.21,"SE","SAVAGE",39.119,-76.8124,397140,7648744
202401,186913,1148418,4,1.25,"ESE","SAVAGE",39.1208,-76.8099,397248,7648594
202401,186913,1148419,1,2.98,"N","BALTIMORE HIGHLANDS",39.2731,-76.6505,3916386,7639030
202401,186913,1148419,2,2.91,"N","BALTIMORE HIGHLANDS",39.2721,-76.6532,3916326,7639192
202401,186913,1148419,3,2.73,"N","BALTIMORE HIGHLANDS",39.2693,-76.645,3916158,7638700
202401,186913,1148419,4,2.86,"N","BALTIMORE HIGHLANDS",39.2711,-76.6443,3916266,7638658
202401,186913,1148420,1,.62,"SW","ST CHARLES",38.5935,-76.9281,3835610,7655686
202401,186913,1148420,2,.67,"NNW","INDIAN HEAD JCT",38.5893,-76.9332,3835358,7655992
202401,186913,1148420,3,.49,"NNE","INDIAN HEAD JCT",38.5865,-76.9263,3835190,7655578
202401,186913,1148420,4,.71,"SSW","ST CHARLES",38.59,-76.9228,3835400,7655368
202401,186913,1148421,1,.66,"NW","GLENCOE",39.557,-76.6386,3933420,7638316
202401,186913,1148421,2,.76,"NW","GLENCOE",39.5562,-76.6418,3933372,7638508
202401,186913,1148421,3,.54,"WSW","GLENCOE",39.547,-76.6394,3932820,7638364
202401,186913,1148421,4,.18,"WSW","GLENCOE",39.5489,-76.6331,3932934,7637986
202401,186913,1148422,1,.59,"NW","FALLSTON ARPT",39.5065,-76.4273,3930390,7625638
202401,186913,1148422,2,1.13,"SSW","LAUREL BROOK",39.5062,-76.4413,3930372,7626478
202401,186913,1148422,3,.9,"WSW","FALLSTON ARPT",39.4955,-76.4358,3929730,7626148
202401,186913,1148422,4,.45,"WNW","FALLSTON ARPT",39.5026,-76.4277,3930156,7625662
202401,186913,1148423,1,.66,"NNE","VALE",39.5383,-76.3937,3932298,7623622
202401,186913,1148423,2,.49,"NNW","VALE",39.5368,-76.4028,3932208,7624168
202401,186913,1148423,3,.26,"N","VALE",39.5338,-76.3999,3932028,7623994
202401,186913,1148423,4,.53,"NE","VALE",39.5355,-76.3931,3932130,7623586
202401,186913,1148424,1,1.17,"ESE","WHEATON HILLS",39.0662,-77.0287,393972,771722
202401,186913,1148424,2,1.09,"ESE","WHEATON HILLS",39.0663,-77.0302,393978,771812
202401,186913,1148424,3,1.27,"ESE","WHEATON HILLS",39.0636,-77.0277,393816,771662
202401,186913,1148424,4,1.29,"ESE","WHEATON HILLS",39.0644,-77.0272,393864,771632
202401,186913,1148425,1,.84,"NNE","ELKTON",39.6101,-75.8213,3936606,7549278
202401,186913,1148425,2,.71,"NNE","ELKTON",39.6092,-75.8239,3936552,7549434
202401,186937,1157567,6,1.36,"N","DOBSON",36.4194,-80.7236,3625164,8043416
202401,186937,1157594,1,1.12,"NNE","ROCKFORD",36.2836,-80.6392,3617016,8038352
202401,186937,1157594,2,1.09,"NE","ROCKFORD",36.283,-80.639,3616980,8038340
202401,186937,1157594,3,1.13,"NE","ROCKFORD",36.2831,-80.6378,3616986,8038268
202401,186937,1157594,4,1.18,"NE","ROCKFORD",36.2835,-80.6371,3617010,8038226
202401,186937,1157594,5,1.19,"NE","ROCKFORD",36.2841,-80.6376,3617046,8038256
202401,186937,1157595,1,2.05,"WSW","PILOT MTN",36.3732,-80.5059,3622392,8030354
202401,186937,1157595,2,2.09,"WSW","PILOT MTN",36.3719,-80.5063,3622314,8030378
202401,186937,1157595,3,1.87,"WSW","PILOT MTN",36.371,-80.5016,3622260,8030096
202401,186937,1157595,4,1.83,"WSW","PILOT MTN",36.3721,-80.5014,3622326,8030084
202401,186937,1157597,1,.39,"NNE","PILOT MTN",36.3851,-80.4669,3623106,8028014
202401,186937,1157597,2,.37,"NNE","PILOT MTN",36.3848,-80.467,3623088,8028020
202401,186937,1157597,3,.38,"NNE","PILOT MTN",36.3846,-80.4663,3623076,8027978
202401,186937,1157597,4,.39,"NNE","PILOT MTN",36.3848,-80.4663,3623088,8027978
202401,186937,1157599,1,.92,"NNE","BANNERTOWN",36.4926,-80.5746,3629556,8034476
202401,186937,1157599,2,.89,"NNE","BANNERTOWN",36.4921,-80.5746,3629526,8034476
202401,186937,1157599,3,.9,"NNE","BANNERTOWN",36.4921,-80.5742,3629526,8034452
202401,186937,1157599,4,.92,"NNE","BANNERTOWN",36.4925,-80.5743,3629550,8034458
202401,186937,1157600,1,.76,"S","ROCKFORD",36.259,-80.6503,3615540,8039018
202401,186937,1157600,2,.75,"S","ROCKFORD",36.2592,-80.6494,3615552,8038964
202401,186937,1157600,3,.77,"S","ROCKFORD",36.2589,-80.6493,3615534,8038958
202401,186937,1157600,4,.77,"S","ROCKFORD",36.2589,-80.649,3615534,8038940
202401,186937,1157600,5,.73,"S","ROCKFORD",36.2594,-80.6492,3615564,8038952
202401,186937,1157600,6,.73,"S","ROCKFORD",36.2595,-80.6497,3615570,8038982
202401,186937,1157600,7,.74,"S","ROCKFORD",36.2593,-80.6503,3615558,8039018
202401,186937,1157602,1,2.12,"NW","SHOAL",36.3017,-80.5269,3618102,8031614
202401,186937,1157602,2,2.12,"NW","SHOAL",36.3013,-80.5275,3618078,8031650
202401,186937,1157602,3,2.1,"NW","SHOAL",36.3014,-80.5268,3618084,8031608
202401,186937,1157602,4,2.06,"NW","SHOAL",36.302,-80.5251,3618120,8031506
202401,186937,1157602,5,2.07,"NW","SHOAL",36.3025,-80.5244,3618150,8031464
202401,186937,1157602,6,2.09,"NW","SHOAL",36.3025,-80.5252,3618150,8031512
202401,186937,1157633,1,2.6,"NE","ROCKFORD",36.294,-80.614,3617640,8036840
202401,186937,1158062,1,3.09,"SSE","KELLERSVILLE",36.2075,-81.8829,3612450,8152974
202401,186937,1158062,2,3.08,"SSE","KELLERSVILLE",36.2081,-81.8809,3612486,8152854
202401,186937,1158062,3,2.96,"SSE","KELLERSVILLE",36.2098,-81.8818,3612588,8152908
202401,186937,1158062,4,2.98,"SSE","KELLERSVILLE",36.209,-81.8833,3612540,8152998
202401,186937,1158062,5,3.05,"SSE","KELLERSVILLE",36.208,-81.8832,3612480,8152992
202401,186937,1158063,1,1.27,"W","SANDS",36.2466,-81.6525,3614796,8139150
202401,186937,1158063,2,1.26,"WSW","SANDS",36.246,-81.6521,3614760,8139126
202401,186937,1158063,3,1.24,"WSW","SANDS",36.2462,-81.6517,3614772,8139102
202401,186937,1158063,4,1.26,"W","SANDS",36.2467,-81.6522,3614802,8139132
202401,186937,1158068,1,1.51,"ENE","PERKINSVILLE",36.2314,-81.6468,3613884,8138808
202401,186937,1158068,2,1.56,"ENE","PERKINSVILLE",36.2301,-81.6449,3613806,8138694
202401,186937,1158068,3,1.56,"SSW","SANDS",36.2308,-81.6447,3613848,8138682
202401,186937,1158068,4,1.55,"ENE","PERKINSVILLE",36.2319,-81.6464,3613914,8138784
202401,186937,1158070,1,.49,"ESE","SANDS",36.2483,-81.6214,3614898,8137284
202401,186937,1158070,2,.51,"ESE","SANDS",36.2482,-81.6211,3614892,8137266
202401,186937,1158070,3,.52,"E","SANDS",36.249,-81.6208,3614940,8137248
202401,186937,1158070,4,.5,"E","SANDS",36.249,-81.6211,3614940,8137266
202401,186937,1158383,1,.79,"SSE","WILKES CO ARPT",36.1389,-81.1764,368334,8110584
202401,186937,1158383,2,.65,"SSE","WILKES CO ARPT",36.1413,-81.1757,368478,8110542
202401,186937,1158383,3,.64,"SSE","WILKES CO ARPT",36.1413,-81.1763,368478,8110578
202401,186937,1158383,4,.75,"SSE","WILKES CO ARPT",36.1394,-81.1768,368364,8110608
202401,186937,1158383,5,.87,"S","WILKES CO ARPT",36.1375,-81.1809,368250,8110854
202401,186937,1158383,6,1,"S","WILKES CO ARPT",36.1355,-81.1805,368130,8110830
202401,186937,1158383,7,.99,"S","WILKES CO ARPT",36.1356,-81.1792,368136,8110752
202401,186937,1158383,8,.88,"S","WILKES CO ARPT",36.1373,-81.1793,368238,8110758
202401,186964,1149907,1,2.61,"N","TURNER CROSSROADS",31.3472,-85.962,3120832,8557720
202401,186964,1149907,2,1.85,"SE","NEW BROCKTON",31.3517,-85.8971,3121102,8553826
202401,186964,1149907,3,.76,"WNW","CLINTONVILLE",31.4025,-85.9026,3124150,8554156
202401,186964,1149907,4,1.45,"NNE","RICHBURG",31.4101,-85.9529,3124606,8557174
202401,186964,1149908,1,1.9,"WSW","DOTHAN",31.21,-85.42,3112600,8525200
202401,186964,1149909,1,.91,"SW","DOTHAN",31.21,-85.4,3112600,8524000
202401,186964,1149910,1,0,"N","DOTHAN",31.22,-85.39,3113200,8523400
202401,186964,1149912,1,0,"N","ELBA",31.41,-86.07,3124600,864200
202401,186964,1149913,1,0,"N","GENEVA",31.03,-85.87,311800,8552200
202401,186964,1149914,1,0,"N","OZARK",31.44,-85.64,3126400,8538400
202401,186964,1149915,1,0,"N","SLOCOMB",31.1,-85.59,316000,8535400
202401,186964,1149916,1,0,"N","TAYLOR",31.16,-85.46,319600,8527600
202401,186964,1149917,1,0,"N","ASHFORD",31.18,-85.23,3110800,8513800
202401,186964,1150249,1,.93,"ENE","MEMPHIS",31.135,-85.3554,318100,8521324
202401,186964,1150249,2,.81,"SSW","WILSON MILL",31.1485,-85.3427,318910,8520562
202401,186964,1150318,1,2.34,"SSW","MADRID",30.998,-85.403,3059880,8524180
202401,186964,1150318,2,2.89,"S","FARLEY NUCLEAR PLANT",31.1789,-85.1191,3110734,857146
202401,186965,1150113,1,2.4,"SSW","SANTA ROSA BEACH",30.3464,-86.2301,3020784,8613806
202401,186965,1150115,1,1.5,"NNE","SANTA ROSA BEACH",30.4,-86.21,3024000,8612600
202401,186965,1150116,1,.59,"W","DOUGLAS CROSSROADS",30.68,-85.98,3040800,8558800
202401,186965,1150117,1,.59,"W","DOUGLAS CROSSROADS",30.68,-85.98,3040800,8558800
202401,186965,1150118,1,1.91,"WNW","DOUGLAS CROSSROADS",30.69,-86,3041400,8600
202401,186965,1150120,1,.69,"N","MAGNOLIA BEACH",30.16,-85.72,309600,8543200
202401,186965,1150121,1,.91,"NW","MAGNOLIA BEACH",30.16,-85.73,309600,8543800
202401,186965,1150122,1,1.38,"ENE","WEST PANAMA CITY",30.18,-85.78,3010800,8546800
202401,186965,1150124,1,.91,"NE","GULF LAGOON BEACH",30.17,-85.77,3010200,8546200
202401,186965,1150125,1,1.92,"WSW","SOUTHPORT",30.27,-85.67,3016200,8540200
202401,186965,1150126,1,2.83,"NNW","MAGNOLIA BEACH",30.19,-85.73,3011400,8543800
202401,186965,1150127,1,2.26,"NE","LYNN HAVEN",30.25,-85.61,3015000,8536600
202401,186965,1150128,1,1.38,"WNW","MEXICO BEACH",29.95,-85.43,2957000,8525800
202401,186965,1150130,1,1.38,"N","FOUNTAIN",30.49,-85.42,3029400,8525200
202401,186965,1150131,1,4.65,"WSW","MOSSY HEAD",30.71,-86.38,3042600,8622800
202401,186965,1150132,1,1.5,"SSE","PAXTON",30.95,-86.29,3057000,8617400
202401,186965,1150133,1,.59,"W","MOSSY HEAD",30.74,-86.32,3044400,8619200
202401,186965,1150134,1,1.92,"WSW","SANTA ROSA BEACH",30.37,-86.25,3022200,8615000
202401,186965,1150135,1,.69,"N","OAKWOOD HILLS",30.76,-86.25,3045600,8615000
202401,186965,1150136,1,1.5,"SSW","SANTA ROSA BEACH",30.36,-86.23,3021600,8613800
202401,186965,1150137,1,2.26,"SE","PLEASANT RIDGE",30.67,-86.14,3040200,868400
202401,186965,1150138,1,.91,"SE","DE FUNIAK SPRINGS ARPT",30.72,-86.14,3043200,868400
202401,186965,1150139,1,1.38,"S","PINEY GROVE",30.78,-86.12,3046800,867200
202401,186965,1150140,1,5,"WNW","BRUCE",30.51,-86.03,3030600,861800
202401,186965,1150141,1,.59,"W","SWEET GUM HEAD",30.98,-85.96,3058800,8557600
202401,186965,1150142,1,.69,"S","PROSPERITY",30.84,-85.94,3050400,8556400
202401,186965,1150143,1,.69,"N","HICKORY HILL",30.83,-85.91,3049800,8554600
202401,186965,1150144,1,1.19,"E","PONCE DE LEON",30.72,-85.91,3043200,8554600
202401,186965,1150145,1,2.76,"N","PONCE DE LEON",30.76,-85.93,3045600,8555800
202401,186965,1150146,1,2.25,"NE","PONCE DE LEON",30.74,-85.9,3044400,8554000
202401,186965,1150147,1,2.39,"SSE","HICKORY HILL",30.79,-85.89,3047400,8553400
202401,186965,1150148,1,2.73,"SW","HINSONS CROSSROADS",30.63,-85.87,3037800,8552200
202401,186965,1150149,1,.59,"W","GRITNEY",30.83,-85.84,3049800,8550400
202401,186965,1150150,1,1.38,"S","HINSONS CROSSROADS",30.64,-85.84,3038400,8550400
202401,186965,1150151,1,1.91,"ESE","HINSONS CROSSROADS",30.65,-85.81,3039000,8548600
202401,186965,1150152,1,1.5,"NNE","CARYVILLE",30.79,-85.8,3047400,8548000
202401,186965,1150153,1,2.39,"SSE","GRITNEY",30.8,-85.81,3048000,8548600
202401,186965,1150154,1,3.01,"SSW","WHITEHEAD CROSSROADS",30.66,-85.78,3039600,8546800
202401,186965,1150155,1,1.78,"W","WHITEHEAD CROSSROADS",30.7,-85.79,3042000,8547400
202401,186965,1150156,1,1.5,"SSE","WHITEHEAD CROSSROADS",30.68,-85.75,3040800,8545000
202401,186965,1150159,1,2.25,"SE","PITTMAN",30.92,-85.79,3055200,8547400
202401,187869,1153843,4,.77,"NE","STRICKERSVILLE",39.7362,-75.788,3944172,7547280
202401,187869,1153844,1,1.22,"NNE","POTTSTOWN",40.2657,-75.6197,4015942,7537182
202401,187681,1152391,1,4.92,"E","STUART",27.2,-80.17,2712000,8010200
202401,187682,1152393,1,3.35,"WNW","MELBOURNE",28.1,-80.65,286000,8039000
202401,187683,1152396,1,5.9,"WSW","PALM CITY",27.1272,-80.353,277632,8021180
202401,187683,1152396,2,1.48,"W","RIO ST LUCIE",27.2232,-80.2739,2713392,8016434
202401,187685,1152399,1,2.8,"WNW","MELBOURNE",28.1,-80.64,286000,8038400
202401,187737,1152942,1,.86,"N","MACKSBURG",39.6424,-81.4714,3938544,8128284
202401,187737,1152942,2,1.27,"NE","MACKSBURG",39.6433,-81.4534,3938598,8127204
202401,187737,1152942,3,.95,"ESE","MACKSBURG",39.6237,-81.4542,3937422,8127252
202401,187737,1152942,4,.32,"S","MACKSBURG",39.6255,-81.4689,3937530,8128134
202401,187737,1152944,1,.4,"W","BLOOMFIELD",39.5693,-81.2074,3934158,8112444
202401,187737,1152944,2,.84,"ESE","BLOOMFIELD",39.5662,-81.185,3933972,8111100
202401,187737,1152944,3,1.11,"NW","HOHMAN",39.5399,-81.1963,3932394,8111778
202401,187737,1152944,4,.9,"ESE","WINGETT RUN",39.5461,-81.2138,3932766,8112828
202401,187737,1152950,1,.36,"N","RELIEF",39.5851,-81.6811,3935106,8140866
202401,187737,1152950,2,.81,"NE","EQUITY",39.5773,-81.5581,3934638,8133486
202401,187737,1152950,3,2.31,"W","UPPER LOWELL",39.532,-81.5732,3931920,8134392
202401,187737,1152950,4,2.01,"WSW","WATERFORD",39.5226,-81.6665,3931356,8139990
202401,187737,1152957,1,1.67,"SW","WARNER",39.5505,-81.4384,3933030,8126304
202401,187737,1152957,2,1.54,"S","LOWER SALEM",39.5477,-81.3995,3932862,8123970
202401,187737,1152957,3,1.22,"ENE","STANLEYVILLE",39.4772,-81.3992,3928632,8123952
202401,187737,1152957,4,.65,"NW","STANLEYVILLE",39.476,-81.4293,3928560,8125758
202401,187737,1152962,1,.41,"ENE","KENO",39.102,-81.8628,396120,8151768
202401,187737,1152962,2,.14,"W","CHESTER",39.0803,-81.9226,394818,8155356
202401,187737,1152962,3,2.12,"SSE","CHESTER",39.0501,-81.9108,393006,8154648
202401,187737,1152962,4,1.57,"NE","BASHAN",39.0683,-81.8528,394098,8151168
202401,187737,1152973,1,.54,"N","STEWART",39.3077,-81.9013,3918462,8154078
202401,187737,1152973,2,.53,"E","AMESVILLE",39.4005,-81.9401,3924030,8156406
202401,187737,1152973,3,.72,"ESE","LATHROP",39.4165,-81.9074,3924990,8154444
202401,187737,1152973,4,2.97,"ESE","KILVERT",39.3314,-81.83,3919884,8149800
202401,187737,1152976,1,1.21,"WSW","MORGAN CENTER",38.9762,-82.2921,3858572,8217526
202401,187737,1152976,2,1.8,"NW","HOBSON",38.9974,-82.1051,3859844,826306
202401,187737,1152976,3,.9,"SW","CHESHIRE",38.9419,-82.1131,3856514,826786
202401,187737,1152976,4,.17,"N","BLOWELL",38.9225,-82.2795,3855350,8216770
202401,187737,1152980,1,1.23,"W","BEVERLY",39.552,-81.6529,3933120,8139174
202401,187737,1152980,2,2.01,"WSW","WATERFORD",39.5226,-81.6665,3931356,8139990
202401,187737,1152980,3,1.12,"WSW","WATERFORD",39.5218,-81.6482,3931308,8138892
202401,187737,1152980,4,.4,"S","BEVERLY",39.5442,-81.6301,3932652,8137806
202401,187738,1152979,1,2.21,"SSW","THORNY CREEK",38.2191,-80.0402,3813146,802412
202401,187738,1152979,2,2.16,"N","MINNEHAHA SPGS",38.201,-79.985,3812060,7959100
202401,187738,1152979,3,1.06,"W","MINNEHAHA SPGS",38.1713,-79.9995,3810278,7959970
202401,187738,1152979,4,1.68,"WNW","HUNTERSVILLE",38.1899,-80.0483,3811394,802898
202401,187753,1153016,1,.88,"SW","WALTER REED",38.97,-77.04,3858200,772400
202401,187753,1153016,2,.8,"SW","WALTER REED",38.9723,-77.0411,3858338,772466
202401,187753,1153016,3,.99,"SW","WALTER REED",38.9709,-77.0443,3858254,772658
202401,187753,1153016,4,.98,"SW","WALTER REED",38.9696,-77.0425,3858176,772550
202401,187829,1153583,1,2.03,"W","STUART",27.205,-80.2826,2712300,8016956
202401,187829,1153583,2,2,"WNW","STUART",27.2156,-80.2774,2712936,8016644
202401,187868,1153842,1,1.95,"W","COOCHS BRIDGE",39.634,-75.7663,3938040,7545978
202401,187868,1153842,2,.21,"W","HOCKESSIN",39.7806,-75.6839,3946836,7541034
202401,187868,1153842,3,.45,"SSW","GRANOGUE",39.8236,-75.5719,3949416,7534314
202401,187868,1153842,4,.7,"ESE","GREEN ACRES",39.7777,-75.4672,3946662,7528032
202401,187868,1153842,5,1.62,"SSE","MIDVALE",39.6298,-75.6044,3937788,7536264
202401,187869,1153843,1,2.22,"SSW","GLEN ROY",39.7395,-76.0631,3944370,763786
202401,187869,1153843,2,3.89,"N","ST PETERS",40.2353,-75.7436,4014118,7544616
202401,187869,1153843,3,1.55,"NE","CHESTERBROOK",40.087,-75.4309,405220,7525854
202401,188566,1159568,3,2.36,"NE","CEDAR MTN",35.171,-82.617,3510260,8237020
202401,188566,1159568,4,1.02,"ENE","CALHOUN",35.255,-82.633,3515300,8237980
202401,188566,1159568,5,1,"ENE","PENROSE",35.274,-82.633,3516440,8237980
202401,188566,1159584,1,1.03,"WNW","MAJOLICA",35.733,-80.548,3543980,8032880
202401,188566,1159584,2,2.56,"SSE","SHUPINGS MILL",35.519,-80.475,3531140,8028500
202401,188566,1159584,3,1.95,"NNE","GOLD HILL",35.547,-80.34,3532820,8020400
202401,188566,1159584,4,2.18,"NE","TRADING FORD",35.72,-80.34,3543200,8020400
202401,188566,1159859,1,2.74,"NE","PROPST XRDS",35.66,-81.348,3539600,8120880
202401,188566,1159859,2,2.03,"W","DUAN",35.623,-81.236,3537380,8114160
202401,188566,1159859,3,1.21,"SSE","CLAREMONT",35.705,-81.139,3542300,818340
202401,188566,1159859,4,4.78,"N","OYAMA",35.798,-81.254,3547880,8115240
202401,188566,1159859,5,.53,"SW","HICKORY",35.724,-81.326,3543440,8119560
202401,188566,1160373,1,1.74,"N","TAYLORSVILLE ARPT",35.955,-81.197,3557300,8111820
202401,188566,1160373,2,1,"NNE","TAYLORSVILLE ARPT",35.943,-81.192,3556580,8111520
202401,188566,1160373,3,1.24,"NW","TAYLORSVILLE",35.944,-81.184,3556640,8111040
202401,188566,1160373,4,1.95,"NNE","TAYLORSVILLE ARPT",35.957,-81.19,3557420,8111400
202401,188566,1160801,1,2.31,"WSW","GREENLEE",35.657,-82.138,3539420,828280
202401,188566,1160801,2,.45,"W","GREENLEE",35.669,-82.108,3540140,826480
202401,188566,1160801,3,.89,"NE","MARION ARPT",35.73,-82.01,3543800,82600
202401,188566,1160801,4,1.06,"NNW","EAST MARION",35.713,-81.99,3542780,8159400
202401,188566,1160801,5,.64,"SSE","GREENLEE",35.661,-82.097,3539660,825820
202401,188566,1160801,6,2.4,"SW","GREENLEE",35.647,-82.132,3538820,827920
202401,188566,1160802,1,3.12,"E","JOY",35.887,-81.725,3553220,8143500
202401,188566,1160802,2,2.43,"ESE","JOY",35.863,-81.742,3551780,8144520
202401,188566,1160802,3,2.85,"NNW","MORGANTON",35.788,-81.72,3547280,8143200
202401,188566,1160802,4,1.8,"SSW","CHESTERFIELD",35.795,-81.679,3547700,8140740
202401,188566,1160802,5,4.01,"E","JOY",35.872,-81.709,3552320,8142540
202401,188566,1160803,1,.94,"NNE","COLLETTSVILLE",35.933,-81.675,3555980,8140500
202401,188566,1160803,2,.56,"E","COLLETTSVILLE",35.92,-81.67,3555200,8140200
202401,188566,1160803,3,1.47,"W","PINEY",35.877,-81.706,3552620,8142360
202401,188566,1160803,4,1.79,"W","PINEY",35.881,-81.712,3552860,8142720
202401,188566,1160803,5,.28,"W","COLLETTSVILLE",35.92,-81.685,3555200,8141100
202401,186913,1148425,3,.69,"NE","ELKTON",39.6074,-75.8212,3936444,7549272
202401,186913,1148425,4,.77,"NE","ELKTON",39.6078,-75.8198,3936468,7549188
